step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
763,563416,6104,0.018914161533341713,0.75,0.875,,,,,
764,563936,6112,0.025140922983581646,0.625,0.8421052631578947,,,,,
765,564712,6120,0.022859073691711865,0.5,0.7777777777777778,,,,,
766,565680,6128,0.018902375427304833,0.625,0.7857142857142857,,,,,
767,566456,6136,0.025036480126377585,0.5,0.75,,,,,
768,567040,6144,0.02060051841435355,0.875,0.95,,,,,
769,567752,6152,0.018944687736020625,0.75,0.8666666666666667,0.019239191703401635,0.625,0.8,,
770,568720,6160,0.015794277764454648,0.625,0.7857142857142857,,,,,
771,569304,6168,0.022828998612898263,0.875,0.9444444444444444,,,,,
772,569824,6176,0.02639865754150692,0.625,0.8235294117647058,,,,,
773,570408,6184,0.020102372065672773,0.875,0.9230769230769231,,,,,
774,571056,6192,0.015550320729908976,1.0,1.0,,,,,
775,571832,6200,0.019620357514514422,0.75,0.8571428571428571,,,,,
776,572608,6208,0.0186780678633329,0.875,0.9333333333333333,,,,,
777,573320,6216,0.019306043973277717,0.75,0.8947368421052632,0.015402251599931416,0.875,0.9375,,
778,574160,6224,0.018072674533277152,0.625,0.8421052631578947,,,,,
779,575384,6232,0.01004203685258543,1.0,1.0,,,,,
780,576160,6240,0.01720878411139695,0.75,0.875,,,,,
781,577320,6248,0.01690088094783047,0.375,0.6666666666666666,,,,,
782,577840,6256,0.027676441148435985,0.75,0.8888888888888888,,,,,
783,578680,6264,0.02341335619230718,0.5,0.7142857142857143,,,,,
784,579584,6272,0.013396668188664362,0.875,0.9333333333333333,,,,,
785,580232,6280,0.017165971411189022,0.875,0.9411764705882353,0.02552665381415864,0.5,0.6923076923076923,,
786,581008,6288,0.018139032341424607,0.75,0.8666666666666667,,,,,
787,581656,6296,0.023144768335133938,0.5,0.7333333333333333,,,,,
788,582112,6304,0.029815613883825285,0.75,0.9047619047619048,,,,,
789,582760,6312,0.02457327632162273,0.625,0.8333333333333334,,,,,
790,583536,6320,0.015375804022684606,1.0,1.0,,,,,
791,584184,6328,0.020579641599894786,0.875,0.9523809523809523,,,,,
792,584896,6336,0.016860689408517003,0.875,0.9375,,,,,
793,585544,6344,0.025009290809383515,0.5,0.75,0.033518538057390176,0.375,0.6666666666666666,,
794,586256,6352,0.020940186384649395,0.625,0.8333333333333334,,,,,
795,587096,6360,0.020639213666316866,0.5,0.7777777777777778,,,,,
796,587808,6368,0.01670286531695958,0.875,0.9523809523809523,,,,,
797,588712,6376,0.017351779796187097,0.75,0.8947368421052632,,,,,
798,589488,6384,0.017551510203152057,0.75,0.8823529411764706,,,,,
799,590200,6392,0.025616597416879938,0.625,0.7857142857142857,,,,,
800,590976,6400,0.026855752446266996,0.5,0.7333333333333333,,,,,
801,591880,6408,0.01454874083392903,0.875,0.9230769230769231,0.021123674449037948,0.625,0.7857142857142857,,
802,592656,6416,0.019539606032577764,0.5,0.6666666666666666,,,,,
803,593432,6424,0.022161106758318613,0.625,0.7692307692307693,,,,,
804,593952,6432,0.024304011220519547,0.875,0.9285714285714286,,,,,
805,594536,6440,0.022025111562650496,0.875,0.9444444444444444,,,,,
806,595184,6448,0.016239446774781077,1.0,1.0,,,,,
807,595768,6456,0.023496483510025805,0.75,0.8461538461538461,,,,,
808,596416,6464,0.019439472288905364,0.75,0.875,,,,,
809,597704,6472,0.014884853459173258,0.5,0.7333333333333333,0.02626242424358583,0.75,0.8888888888888888,,
810,598224,6480,0.031130402256749224,0.5,0.75,,,,,
811,598744,6488,0.02112632615613256,0.875,0.95,,,,0.7210000157356262,0.7200641968434545
812,599392,6496,0.020841397235086337,0.75,0.8823529411764706,,,,,
813,600040,6504,0.02091414510398971,0.625,0.8125,,,,,
814,600688,6512,0.019011423356569735,0.75,0.8823529411764706,,,,,
815,602424,6520,0.010993544344612242,0.75,0.8666666666666667,,,,,
816,603200,6528,0.015836388459267516,0.875,0.9230769230769231,,,,,
817,603848,6536,0.03611453113719808,0.25,0.6,0.018436908973903376,0.875,0.9375,,
818,604560,6544,0.022101841502141752,0.625,0.85,,,,,
819,605208,6552,0.02095056349518834,0.75,0.875,,,,,
820,606176,6560,0.01630569712130805,0.75,0.8571428571428571,,,,,
821,607208,6568,0.01942589469352748,0.625,0.8125,,,,,
822,608112,6576,0.014409991356325794,0.875,0.9285714285714286,,,,,
823,608824,6584,0.02289729997954577,0.5,0.7894736842105263,,,,,
824,609280,6592,0.023925682259343183,0.625,0.8125,,,,,
825,609992,6600,0.015665545594469834,1.0,1.0,0.018346772783455693,0.875,0.9230769230769231,,
826,610960,6608,0.017093810413113232,0.875,0.9333333333333333,,,,,
827,611480,6616,0.025717787154884417,0.75,0.8823529411764706,,,,,
828,612064,6624,0.024156824214482057,0.625,0.8,,,,,
829,612712,6632,0.024271536074319665,0.625,0.8421052631578947,,,,,
830,613360,6640,0.01941744283941068,0.875,0.9230769230769231,,,,,
831,613880,6648,0.017670870916042886,1.0,1.0,,,,,
832,614592,6656,0.02055646824605507,0.625,0.8125,,,,,
833,615240,6664,0.021934678094702835,0.5,0.7777777777777778,0.013249981200717399,0.75,0.8823529411764706,,
834,616080,6672,0.016627692538772644,0.75,0.8666666666666667,,,,,
835,616728,6680,0.02004481759295546,0.625,0.7692307692307693,,,,,
836,617312,6688,0.018770006598528163,0.875,0.9375,,,,,
837,617896,6696,0.021471884551107948,0.75,0.8181818181818182,,,,,
838,619248,6704,0.012107854367892,0.75,0.7777777777777778,,,,,
839,619832,6712,0.018965094316096817,0.875,0.9411764705882353,,,,,
840,620480,6720,0.0197991971887293,0.625,0.8125,,,,,
841,621128,6728,0.014349173091660233,0.875,0.9411764705882353,0.01282053655952735,0.75,0.8571428571428571,,
842,621904,6736,0.023100895224906895,0.375,0.7058823529411765,,,,,
843,622488,6744,0.01980023223933725,0.75,0.8571428571428571,,,,,
844,623328,6752,0.013166590792893024,0.75,0.8823529411764706,,,,,
845,624040,6760,0.02155873614997264,0.625,0.7857142857142857,,,,,
846,624944,6768,0.016580518184290013,0.75,0.8888888888888888,,,,,
847,625720,6776,0.014488747619842498,0.875,0.9411764705882353,,,,,
848,626496,6784,0.025716539860821144,0.625,0.8421052631578947,,,,,
849,627016,6792,0.025880229208159695,0.75,0.8571428571428571,0.024936311245850124,0.75,0.8571428571428571,,
850,627600,6800,0.02351588124182955,0.625,0.7857142857142857,,,,,
851,628248,6808,0.020785473667732306,0.75,0.8571428571428571,,,,,
852,629024,6816,0.014742013820120123,0.75,0.8571428571428571,,,,,
853,629800,6824,0.015607858440734835,0.75,0.8333333333333334,,,,,
854,630576,6832,0.018724850210564487,0.75,0.8666666666666667,,,,,
855,631480,6840,0.018917928805477602,0.75,0.8888888888888888,,,,,
856,632192,6848,0.018651105279571423,0.625,0.8235294117647058,,,,,
857,633160,6856,0.01892789774297683,0.625,0.8421052631578947,0.029196467694370738,0.5,0.7142857142857143,,
858,633744,6864,0.033372115147326374,0.375,0.6428571428571429,,,,,
859,634648,6872,0.010792131417631013,0.875,0.9375,,,,,
860,635168,6880,0.020325488899877956,0.75,0.8947368421052632,,,,,
861,636200,6888,0.012206575393634274,0.75,0.8461538461538461,,,,,
862,637168,6896,0.012667320433367423,0.75,0.8888888888888888,,,,,
863,637752,6904,0.021208786746482942,0.625,0.8235294117647058,,,,,
864,638336,6912,0.019407393393658892,0.875,0.95,,,,,
865,639432,6920,0.013044439615256167,0.75,0.8571428571428571,0.017555415014680154,0.5,0.75,,
866,640080,6928,0.024245247323924395,0.5,0.7333333333333333,,,,,
867,640728,6936,0.020434006220612262,0.75,0.8888888888888888,,,,,
868,641376,6944,0.018771326673298096,0.75,0.8666666666666667,,,,,
869,642152,6952,0.017046450404121567,0.75,0.9,,,,,
870,643312,6960,0.011545024729822601,0.875,0.9333333333333333,,,,,
871,644024,6968,0.023938872332857075,0.75,0.875,,,,,
872,644864,6976,0.01505405863915829,0.75,0.875,,,,,
873,645640,6984,0.014734934383649029,0.75,0.8888888888888888,0.02228459646760091,0.75,0.8888888888888888,,
874,646224,6992,0.016833766920608596,1.0,1.0,,,,,
875,646808,7000,0.027308282124411373,0.5,0.7777777777777778,,,,,
876,647968,7008,0.014136231330084919,0.75,0.8823529411764706,,,,,
877,648680,7016,0.015361709857948281,1.0,1.0,,,,,
878,649200,7024,0.026759968175757473,0.5,0.7333333333333333,,,,,
879,649784,7032,0.020999572740824656,0.875,0.9444444444444444,,,,,
880,650816,7040,0.014790704300084176,0.5,0.7142857142857143,,,,,
881,651528,7048,0.016511663548599714,0.75,0.8888888888888888,0.026825018796247713,0.625,0.8125,,
882,652112,7056,0.02443843907993825,0.625,0.75,,,,,
883,652824,7064,0.015069058887697172,0.875,0.9090909090909091,,,,,
884,653408,7072,0.025582717776758277,0.5,0.8181818181818182,,,,,
885,653992,7080,0.025851095982408766,0.625,0.8,,,,,
886,654896,7088,0.01974829259422159,0.625,0.8235294117647058,,,,,
887,655480,7096,0.019917551860361052,0.875,0.95,,,,,
888,656000,7104,0.024208782727118253,0.5,0.7333333333333333,,,,,
889,656648,7112,0.017628169722216203,0.75,0.8666666666666667,0.02259858043281693,0.625,0.8,,
890,657488,7120,0.01631990611438681,0.625,0.85,,,,,
891,658328,7128,0.01639602648282741,0.625,0.7142857142857143,,,,,
892,659296,7136,0.01334431699065281,0.875,0.9333333333333333,,,,,
893,660072,7144,0.012785676038296072,1.0,1.0,,,,,
894,660720,7152,0.02002458571219989,0.875,0.9333333333333333,,,,,
895,662072,7160,0.007765198171687784,1.0,1.0,,,,,
896,662720,7168,0.030488258327695073,0.75,0.875,,,,,
897,663240,7176,0.018723388738415316,0.75,0.8666666666666667,0.01727810262980728,1.0,1.0,,
898,663760,7184,0.030154111291396626,0.625,0.8125,,,,,
899,664408,7192,0.021330097616363532,0.75,0.875,,,,,
900,665248,7200,0.014907681750491668,0.5,0.7333333333333333,,,,,
901,666152,7208,0.021125928840689676,0.625,0.7692307692307693,,,,,
902,666992,7216,0.014842376240724382,1.0,1.0,,,,,
903,667640,7224,0.017257133689769888,0.875,0.9375,,,,,
904,668352,7232,0.01424112837587363,1.0,1.0,,,,,
905,669128,7240,0.01715986974447193,0.625,0.8,0.019970129701628595,0.875,0.9411764705882353,,
906,669840,7248,0.023298598413579084,0.5,0.7142857142857143,,,,,
907,670552,7256,0.022248104705944304,0.75,0.8823529411764706,,,,,
908,671456,7264,0.01601916821820137,0.5,0.75,,,,,
909,671976,7272,0.02365908616249481,0.625,0.8421052631578947,,,,,
910,672624,7280,0.01552507354329328,0.75,0.8666666666666667,,,,,
911,673144,7288,0.03326819084010381,0.625,0.8125,,,,,
912,673984,7296,0.017920989605066887,0.625,0.8235294117647058,,,,,
913,674824,7304,0.017475321116906608,0.75,0.875,0.017852267570739933,0.75,0.8571428571428571,,
914,675408,7312,0.012975518970289323,1.0,1.0,,,,,
915,676056,7320,0.018697239287979787,1.0,1.0,,,,,
916,676704,7328,0.01856852735504569,0.875,0.9411764705882353,,,,,
917,677352,7336,0.021201715107466056,0.75,0.8571428571428571,,,,,
918,677872,7344,0.016957554639041562,1.0,1.0,,,,,
919,678456,7352,0.02153757492607526,0.625,0.8235294117647058,,,,,
920,679040,7360,0.027297425784607313,0.625,0.8,,,,,
921,680328,7368,0.013258230677275057,0.75,0.8947368421052632,0.02041210200023733,0.875,0.9444444444444444,,
922,681040,7376,0.021733986739868125,0.75,0.8571428571428571,,,,,
923,681560,7384,0.04200787344926895,0.375,0.7058823529411765,,,,,
924,682464,7392,0.0164473449806867,0.75,0.8666666666666667,,,,,
925,683432,7400,0.013389708731185657,1.0,1.0,,,,,
926,684080,7408,0.023958252298643234,0.75,0.875,,,,,
927,684664,7416,0.016436841941219124,1.0,1.0,,,,,
928,685376,7424,0.01993115971654773,0.5,0.7142857142857143,,,,,
929,686024,7432,0.019962311459151467,0.875,0.9375,0.02073762486395599,0.5,0.7647058823529411,,
930,686736,7440,0.019145841906159363,0.625,0.8125,,,,,
931,687704,7448,0.02074997008267633,0.75,0.8888888888888888,,,,,
932,688800,7456,0.012658008207547769,0.875,0.9333333333333333,,,,,
933,689448,7464,0.017060500891621366,0.875,0.9473684210526315,,,,,
934,690096,7472,0.01967716969702369,0.75,0.8571428571428571,,,,,
935,690744,7480,0.02410032966186628,0.625,0.8235294117647058,,,,,
936,692032,7488,0.01100392608347761,0.5,0.7647058823529411,,,,,
937,692808,7496,0.021173944241544146,0.75,0.8666666666666667,0.01618013470431066,0.875,0.9411764705882353,,
938,693328,7504,0.020690444903865013,0.75,0.8461538461538461,,,,,
939,693976,7512,0.01836935398356806,0.75,0.8461538461538461,,,,,
940,694816,7520,0.020125733266281802,0.375,0.75,,,,,
941,695592,7528,0.024178770028678968,0.25,0.6842105263157895,,,,,
942,696304,7536,0.01864808891032602,0.875,0.9411764705882353,,,,,
943,697016,7544,0.018100152604398956,0.875,0.9285714285714286,,,,,
944,697600,7552,0.02803614945509,0.625,0.8333333333333334,,,,,
945,698632,7560,0.010977640316312128,0.75,0.8571428571428571,0.02001549410461197,0.625,0.8235294117647058,,
946,699280,7568,0.027649127957814927,0.5,0.7777777777777778,,,,,
947,700120,7576,0.013781245699792503,1.0,1.0,,,,,
948,700832,7584,0.021875994631568266,0.75,0.8823529411764706,,,,,
949,701416,7592,0.0247221409821414,0.75,0.8888888888888888,,,,,
950,702704,7600,0.010893039494474595,0.75,0.8571428571428571,,,,,
951,703480,7608,0.017585616044686014,0.625,0.7,,,,,
952,704064,7616,0.01798161558582169,1.0,1.0,,,,,
953,704712,7624,0.019086462006075465,1.0,1.0,0.017490355112353636,0.75,0.9047619047619048,,
954,705424,7632,0.016669992680844584,0.625,0.8125,,,,,
955,706072,7640,0.018089857019533036,1.0,1.0,,,,,
956,706848,7648,0.017188586445325334,0.625,0.8,,,,,
957,707560,7656,0.012574711612380041,0.75,0.8461538461538461,,,,,
958,708080,7664,0.023955585467728486,0.75,0.8823529411764706,,,,,
959,709112,7672,0.0128217637370323,0.875,0.9230769230769231,,,,,
960,709696,7680,0.0212422419843984,0.75,0.8333333333333334,,,,,
961,710408,7688,0.015827375036597726,0.75,0.8888888888888888,0.014260042377275586,1.0,1.0,,
962,710928,7696,0.02004022023197269,0.75,0.8571428571428571,,,,,
963,711960,7704,0.012763848229051624,0.75,0.8823529411764706,,,,,
964,712736,7712,0.013733544742869789,0.875,0.9285714285714286,,,,,
965,713384,7720,0.014879059000105286,0.875,0.9375,,,,,
966,713968,7728,0.024038546439381483,0.75,0.8571428571428571,,,,,
967,714744,7736,0.014752698762666773,0.75,0.8888888888888888,,,,,
968,715520,7744,0.016287602391276104,0.875,0.9333333333333333,,,,,
969,716232,7752,0.017691170294100972,0.75,0.875,0.01988994669438475,0.625,0.8125,,
970,716880,7760,0.01826000485383125,0.75,0.875,,,,,
971,717656,7768,0.016830710546347136,0.75,0.8823529411764706,,,,,
972,718304,7776,0.025107136794484286,0.625,0.7857142857142857,,,,,
973,719080,7784,0.028854748952010758,0.625,0.8235294117647058,,,,,
974,719856,7792,0.02086354601159852,0.625,0.7857142857142857,,,,,
975,720440,7800,0.0163087294739786,0.875,0.9285714285714286,,,,,
976,720960,7808,0.02660099386624324,0.75,0.875,,,,,
977,721544,7816,0.01702966326828971,0.875,0.9090909090909091,0.018214196408466797,0.75,0.875,,
978,722192,7824,0.02465219715359456,0.625,0.85,,,,,
979,722968,7832,0.018049758385477024,0.75,0.8461538461538461,,,,,
980,723616,7840,0.020597757588325178,0.75,0.9047619047619048,,,,,
981,724328,7848,0.017611861030747515,0.75,0.8571428571428571,,,,,
982,724912,7856,0.018363861073512736,0.875,0.9230769230769231,,,,,
983,725560,7864,0.022475152016331268,0.625,0.7857142857142857,,,,,
984,726592,7872,0.017804860417649667,0.75,0.8823529411764706,,,,,
985,727304,7880,0.024136082679522698,0.375,0.6153846153846154,0.013292729086243682,0.75,0.8666666666666667,,
986,728016,7888,0.014812895970416145,1.0,1.0,,,,,
987,728600,7896,0.02563104798163958,0.75,0.8571428571428571,,,,,
988,729184,7904,0.017656192539704987,0.875,0.95,,,,,
989,729896,7912,0.013866509153245478,1.0,1.0,,,,,
990,730544,7920,0.02118716069444537,0.625,0.8125,,,,,
991,731384,7928,0.01567573515305539,0.625,0.8,,,,,
992,732096,7936,0.015611784723292936,0.625,0.8235294117647058,,,,,
993,733064,7944,0.018211711136503217,0.75,0.875,0.017336984626724658,1.0,1.0,,
994,733776,7952,0.013581955464233974,0.875,0.9375,,,,,
995,735128,7960,0.01042230294252471,0.75,0.8823529411764706,,,,,
996,736288,7968,0.015438867095535345,0.625,0.8235294117647058,,,,,
997,737000,7976,0.016433553531704,0.875,0.9444444444444444,,,,,
998,737584,7984,0.01989099490756641,0.75,0.8666666666666667,,,,,
999,738296,7992,0.014758250576795716,1.0,1.0,,,,,
1000,738816,8000,0.021224155820098206,0.875,0.9411764705882353,,,,,
1001,739400,8008,0.015578736264751746,1.0,1.0,0.020961886804247584,0.75,0.875,,
1002,740240,8016,0.020397957923682822,0.5,0.7894736842105263,,,,,
1003,741016,8024,0.017486330736703967,0.875,0.9375,,,,,
1004,742560,8032,0.009308839410907623,0.75,0.8571428571428571,,,,,
1005,743208,8040,0.025739832899342164,0.375,0.7058823529411765,,,,,
1006,743792,8048,0.014203665329619638,1.0,1.0,,,,,
1007,744568,8056,0.014612879730616606,0.875,0.9230769230769231,,,,,
1008,745280,8064,0.012167420916647726,1.0,1.0,,,,,
1009,745864,8072,0.025103023043568998,0.5,0.7142857142857143,0.023016893104961203,0.75,0.8823529411764706,,
1010,746512,8080,0.02072800796423203,0.875,0.9444444444444444,,,,,
1011,747032,8088,0.020175728754494388,0.875,0.9333333333333333,,,,,
1012,747936,8096,0.01650275909427947,0.75,0.8823529411764706,,,,,
1013,748648,8104,0.021791897319713458,0.5,0.6666666666666666,,,,,
1014,749232,8112,0.018767436401246933,0.875,0.9285714285714286,,,,,
1015,749880,8120,0.015132491115666996,0.75,0.8823529411764706,,,,,
1016,750528,8128,0.018208774178997772,0.875,0.9333333333333333,,,,,
1017,751240,8136,0.021702875613047547,0.75,0.8947368421052632,0.01861857850716236,0.625,0.8333333333333334,,
1018,751888,8144,0.027132359987710852,0.375,0.6875,,,,,
1019,752472,8152,0.030153333285894004,0.75,0.8823529411764706,,,,,
1020,753696,8160,0.012067268021490971,0.875,0.9375,,,,,
1021,754600,8168,0.01893111133844196,0.75,0.9,,,,,
1022,755248,8176,0.01812072416914714,0.875,0.9375,,,,,
1023,756088,8184,0.02240155400960238,0.375,0.6666666666666666,,,,,
1024,756672,8192,0.01556214942983606,0.875,0.9411764705882353,,,,,
1025,757512,8200,0.016244637463853188,0.75,0.875,0.017687037496602963,0.5,0.75,,
1026,758352,8208,0.020663899782814577,0.375,0.6875,,,,,
1027,759000,8216,0.016021406291037585,0.875,0.9333333333333333,,,,,
1028,759712,8224,0.02000532318263963,0.625,0.8125,,,,,
1029,760296,8232,0.022909636329045423,0.75,0.9047619047619048,,,,,
1030,761136,8240,0.014352285780447036,1.0,1.0,,,,,
1031,762040,8248,0.017209875949301952,0.625,0.7692307692307693,,,,,
1032,762816,8256,0.01609465152961712,0.625,0.75,,,,,
1033,763464,8264,0.02054443347131709,0.625,0.8125,0.02142087722849772,0.5,0.7142857142857143,,
1034,764432,8272,0.015473729698860175,0.75,0.8888888888888888,,,,,
1035,765656,8280,0.011842678797288203,0.75,0.875,,,,,
1036,766304,8288,0.012426883411744043,1.0,1.0,,,,,
1037,767272,8296,0.021138830435952535,0.5,0.7333333333333333,,,,,
1038,767984,8304,0.02354113123341123,0.5,0.7647058823529411,,,,,
1039,768568,8312,0.013920755066341304,1.0,1.0,,,,,
1040,769152,8320,0.015921709464402942,1.0,1.0,,,,,
1041,769864,8328,0.0172024433192848,0.875,0.9333333333333333,0.02396650833406913,1.0,1.0,,
1042,770384,8336,0.022748794315154267,0.875,0.9333333333333333,,,,,
1043,771096,8344,0.017962516147553394,0.75,0.8666666666666667,,,,,
1044,771808,8352,0.02806396662110429,0.625,0.8125,,,,,
1045,772584,8360,0.02359309797751955,0.5,0.7647058823529411,,,,,
1046,773168,8368,0.022559878387383273,0.75,0.8666666666666667,,,,,
1047,773816,8376,0.014186152932549878,0.75,0.8888888888888888,,,,,
1048,774464,8384,0.021266970378390527,0.875,0.9375,,,,,
1049,775304,8392,0.012684358529519046,1.0,1.0,0.019651948917932902,0.625,0.8333333333333334,,
1050,776144,8400,0.013770916313479776,1.0,1.0,,,,,
1051,776728,8408,0.0217818299702503,0.875,0.9285714285714286,,,,,
1052,777376,8416,0.02269301589292914,0.75,0.8888888888888888,,,,,
1053,777960,8424,0.019126786842415616,0.75,0.875,,,,,
1054,778544,8432,0.019702204468589803,0.875,0.9230769230769231,,,,,
1055,779320,8440,0.017259968483654745,0.625,0.8333333333333334,,,,,
1056,779968,8448,0.01929833486632242,0.75,0.8666666666666667,,,,,
1057,780936,8456,0.016660660317155244,0.625,0.8,0.01655982102098124,0.75,0.8666666666666667,,
1058,781776,8464,0.011374700715727342,0.875,0.9333333333333333,,,,,
1059,782424,8472,0.020079391962272552,0.5,0.6666666666666666,,,,,
1060,783200,8480,0.012371089824121205,1.0,1.0,,,,,
1061,783720,8488,0.030377778440342222,0.75,0.8666666666666667,,,,,
1062,784496,8496,0.01177553035868404,1.0,1.0,,,,,
1063,785080,8504,0.019420511386485404,0.75,0.875,,,,,
1064,785792,8512,0.01957318249895474,0.75,0.8888888888888888,,,,,
1065,786568,8520,0.017200231748804126,0.625,0.85,0.030572128228913333,0.625,0.8125,,
1066,787216,8528,0.01865793716188132,0.75,0.8947368421052632,,,,,
1067,787800,8536,0.021073577840494975,0.875,0.9230769230769231,,,,,
1068,788320,8544,0.026094661864108762,0.75,0.8571428571428571,,,,,
1069,789160,8552,0.01619696984638166,0.875,0.9473684210526315,,,,,
1070,789744,8560,0.020658693934653503,0.625,0.8333333333333334,,,,,
1071,790968,8568,0.010455157250314552,0.875,0.9523809523809523,,,,,
1072,791744,8576,0.01623494775926467,0.75,0.8666666666666667,,,,,
1073,792456,8584,0.01887785457399482,0.875,0.9375,0.02751443444025,0.75,0.875,,
1074,793360,8592,0.01653874243582046,0.75,0.8571428571428571,,,,,
1075,794200,8600,0.014633253439191467,0.75,0.8823529411764706,,,,,
1076,794784,8608,0.01891296358495873,1.0,1.0,,,,,
1077,795624,8616,0.015597816769757154,0.875,0.9411764705882353,,,,,
1078,796272,8624,0.027731416114545705,0.625,0.8235294117647058,,,,,
1079,796856,8632,0.013718686449077803,1.0,1.0,,,,,
1080,797760,8640,0.014469271400395342,0.75,0.8666666666666667,,,,,
1081,798472,8648,0.013387773527258019,0.875,0.9444444444444444,0.01610680665060105,0.625,0.8333333333333334,,
1082,799184,8656,0.017895810253487163,0.875,0.9285714285714286,,,,,
1083,799896,8664,0.024479645663914033,0.5,0.7333333333333333,,,,,
1084,800864,8672,0.01794084334067636,0.75,0.8823529411764706,,,,,
1085,801768,8680,0.011668779302412254,1.0,1.0,,,,,
1086,802672,8688,0.011578137314917933,0.875,0.9375,,,,,
1087,803384,8696,0.027121844502811708,0.625,0.7857142857142857,,,,,
1088,804160,8704,0.016865627090230328,0.75,0.8461538461538461,,,,,
1089,804680,8712,0.025704675206247425,0.625,0.8333333333333334,0.021379479053628195,0.75,0.8666666666666667,,
1090,805392,8720,0.0211331556374964,0.625,0.8125,,,,,
1091,806104,8728,0.025765864709532273,0.625,0.8235294117647058,,,,,
1092,806624,8736,0.036537968468280425,0.625,0.8235294117647058,,,,,
1093,807208,8744,0.028737461451528105,0.5,0.75,,,,,
1094,807856,8752,0.02294886144340137,0.625,0.8125,,,,,
1095,808696,8760,0.014329610288304984,0.875,0.9375,,,,,
1096,809600,8768,0.015371403600207084,0.625,0.85,,,,,
1097,810440,8776,0.011078863578949365,1.0,1.0,0.019649179098739006,0.75,0.8461538461538461,,
1098,811408,8784,0.015213301465573903,0.875,0.9375,,,,,
1099,812696,8792,0.009021272221431818,0.875,0.9333333333333333,,,,,
1100,813344,8800,0.018589339908716737,0.875,0.9333333333333333,,,,,
1101,814120,8808,0.014079262734233917,0.75,0.8461538461538461,,,,,
1102,814576,8816,0.01957596589031673,1.0,1.0,,,,,
1103,815224,8824,0.01762833844978995,0.75,0.875,,,,,
1104,816192,8832,0.016431096634219187,0.5,0.8181818181818182,,,,,
1105,816840,8840,0.018346078335989037,1.0,1.0,0.008840180988288005,1.0,1.0,,
1106,817424,8848,0.028644998930757767,0.75,0.8947368421052632,,,,,
1107,818072,8856,0.018286641712955885,0.875,0.9411764705882353,,,,,
1108,818784,8864,0.023542463036875228,0.625,0.8,,,,,
1109,819368,8872,0.015309631981562766,0.875,0.95,,,,,
1110,819952,8880,0.01959521027193115,0.875,0.9411764705882353,,,,,
1111,820664,8888,0.024837640422706916,0.625,0.8,,,,,
1112,821312,8896,0.01374115964735205,1.0,1.0,,,,,
1113,822088,8904,0.02667159371544546,0.5,0.75,0.015229796844738769,0.875,0.9444444444444444,,
1114,823248,8912,0.009607060908953729,1.0,1.0,,,,,
1115,823960,8920,0.022618709749333037,0.875,0.9473684210526315,,,,,
1116,824608,8928,0.03302846448983023,0.125,0.5333333333333333,,,,,
1117,825064,8936,0.020491693250992832,0.875,0.9473684210526315,,,,,
1118,825648,8944,0.014043401924430883,1.0,1.0,,,,,
1119,826424,8952,0.013955056917889242,0.75,0.8461538461538461,,,,,
1120,827264,8960,0.014160719253086426,0.875,0.9411764705882353,,,,,
1121,827912,8968,0.022916347642905323,0.75,0.9,0.017283413445384727,0.875,0.9444444444444444,,
1122,828624,8976,0.01905568495127233,0.625,0.8333333333333334,,,,,
1123,829272,8984,0.02128224036000893,0.75,0.8461538461538461,,,,,
1124,830048,8992,0.01775702902537432,0.75,0.8823529411764706,,,,,
1125,830760,9000,0.021781474621738618,0.75,0.8947368421052632,,,,,
1126,831344,9008,0.02936961009861114,0.75,0.875,,,,,
1127,831928,9016,0.026031407202333157,0.625,0.75,,,,,
1128,832896,9024,0.01480396885414617,0.875,0.9230769230769231,,,,,
1129,833672,9032,0.01701265669282916,0.875,0.9411764705882353,0.02239716148664862,0.625,0.8,,
1130,834384,9040,0.013789115938620079,1.0,1.0,,,,,
1131,835032,9048,0.022023610437778358,0.75,0.8181818181818182,,,,,
1132,835616,9056,0.021654460979242462,0.75,0.8571428571428571,,,,,
1133,836328,9064,0.022155086882233586,0.75,0.8888888888888888,,,,,
1134,836976,9072,0.023318856658788863,0.625,0.8,,,,,
1135,837496,9080,0.02933219974316085,0.5,0.75,,,,,
1136,838272,9088,0.021455115716806267,0.75,0.8333333333333334,,,,,
1137,839560,9096,0.012419030709352595,0.75,0.8571428571428571,0.018322746515605247,0.875,0.9444444444444444,,
1138,840144,9104,0.022199734985576307,0.625,0.8235294117647058,,,,,
1139,840728,9112,0.019762971640002364,0.875,0.9333333333333333,,,,,
1140,841504,9120,0.015126822247212318,0.75,0.875,,,,,
1141,842344,9128,0.018463622888014734,0.625,0.85,,,,,
1142,843056,9136,0.024222518449188535,0.75,0.9047619047619048,,,,,
1143,844344,9144,0.01160147381170825,0.875,0.9375,,,,,
1144,844800,9152,0.02537987497784686,0.75,0.8823529411764706,,,,,
1145,845512,9160,0.02163187293422143,0.75,0.8571428571428571,0.011345160374999486,0.75,0.8823529411764706,,
1146,846288,9168,0.019561454939197417,0.75,0.8461538461538461,,,,,
1147,847256,9176,0.01633459155567544,0.5,0.6923076923076923,,,,,
1148,848032,9184,0.017658114731998045,0.75,0.8666666666666667,,,,,
1149,848680,9192,0.021195158724813774,0.75,0.875,,,,,
1150,849328,9200,0.01553329137450686,1.0,1.0,,,,,
