step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
1914,3107280,15312,0.011708851073916551,0.75,0.8571428571428571,,,,,
1915,3109016,15320,0.011145463751968235,0.875,0.9444444444444444,,,,,
1916,3110304,15328,0.012340456327371567,0.875,0.9,,,,,
1917,3111912,15336,0.011574857104819918,0.875,0.9411764705882353,,,,,
1918,3113584,15344,0.010220349506725802,1.0,1.0,,,,,
1919,3115128,15352,0.011698565730379362,0.875,0.9166666666666666,,,,,
1920,3116608,15360,0.012214653209141555,0.875,0.9333333333333333,,,,,
1921,3119112,15368,0.007458617261056964,1.0,1.0,0.011602439255295778,0.875,0.9375,,
1922,3120656,15376,0.013381927337792851,0.75,0.875,,,,,
1923,3122520,15384,0.008430174024720415,0.875,0.9333333333333333,,,,,
1924,3124064,15392,0.01011812836531202,1.0,1.0,,,,,
1925,3125928,15400,0.009508159320928548,0.875,0.9375,,,,,
1926,3127152,15408,0.012791871702632938,0.875,0.9444444444444444,,,,,
1927,3129144,15416,0.008739908398614618,0.875,0.9333333333333333,,,,,
1928,3130624,15424,0.012691238883350242,0.875,0.9375,,,,,
1929,3132168,15432,0.010328714574293317,0.875,0.9230769230769231,0.014217216230280608,0.625,0.75,,
1930,3133648,15440,0.015471185013104504,0.75,0.8823529411764706,,,,,
1931,3134936,15448,0.01087609442906615,1.0,1.0,,,,,
1932,3136288,15456,0.01330814391677296,0.875,0.9375,,,,,
1933,3137768,15464,0.011894509182020126,0.875,0.9375,,,,,
1934,3139248,15472,0.012168962111457715,0.875,0.9411764705882353,,,,,
1935,3140728,15480,0.012241702186207237,0.875,0.9444444444444444,,,,,
1936,3143744,15488,0.008610349095540116,0.875,0.95,,,,,
1937,3145672,15496,0.008250466920251378,1.0,1.0,0.011376027262904953,0.875,0.9333333333333333,,
1938,3147024,15504,0.012585499106861131,0.875,0.9333333333333333,,,,,
1939,3148696,15512,0.011630321474047328,0.875,0.9285714285714286,,,,,
1940,3149984,15520,0.013827261533296484,0.75,0.8666666666666667,,,,,
1941,3151720,15528,0.010174908414970851,0.875,0.9375,,,,,
1942,3153200,15536,0.011225997034356887,0.875,0.9444444444444444,,,,,
1943,3154936,15544,0.009511624834880725,1.0,1.0,,,,,
1944,3156608,15552,0.01254313127892572,0.875,0.9444444444444444,,,,,
1945,3158408,15560,0.011746200719690446,0.75,0.8666666666666667,0.013767653796715483,0.75,0.8571428571428571,,
1946,3159824,15568,0.015893249722123626,0.625,0.7692307692307693,,,,,
1947,3162008,15576,0.010539635686303714,0.875,0.9166666666666666,,,,,
1948,3163936,15584,0.00946482950878534,0.875,0.9333333333333333,,,,,
1949,3165352,15592,0.014955281566255314,0.875,0.9473684210526315,,,,,
1950,3166896,15600,0.01055095501116312,1.0,1.0,,,,,
1951,3169144,15608,0.008332543097020783,0.875,0.9333333333333333,,,,,
1952,3170432,15616,0.014064990716788009,0.875,0.9411764705882353,,,,,
1953,3172424,15624,0.009282958936159175,1.0,1.0,0.013367349021743358,0.75,0.8947368421052632,,
1954,3174672,15632,0.008962293997996923,0.625,0.8,,,,,
1955,3176024,15640,0.01334593159689166,0.875,0.9411764705882353,,,,,
1956,3177504,15648,0.014398542147789925,0.5,0.7777777777777778,,,,,
1957,3178920,15656,0.01695530325384389,0.75,0.9047619047619048,,,,,
1958,3180272,15664,0.01426797598307135,0.625,0.7857142857142857,,,,,
1959,3181688,15672,0.012738301198993301,1.0,1.0,,,,,
1960,3183040,15680,0.009919072450220242,1.0,1.0,,,,,
1961,3184520,15688,0.013517333990385922,0.875,0.95,0.01366254771016222,0.875,0.95,,
1962,3186128,15696,0.009806136787102418,1.0,1.0,,,,,
1963,3187480,15704,0.011796044061280812,0.875,0.95,,,,,
1964,3188832,15712,0.011478806208686779,0.875,0.9285714285714286,,,,,
1965,3191336,15720,0.007865718825537096,0.875,0.9375,,,,,
1966,3192880,15728,0.01107441799651619,0.875,0.9444444444444444,,,,,
1967,3194488,15736,0.010533581748191008,0.875,0.9333333333333333,,,,,
1968,3196096,15744,0.011530213735886353,0.75,0.8333333333333334,,,,,
1969,3197768,15752,0.012650643213131193,0.75,0.8947368421052632,0.009025264019498528,0.625,0.85,,
1970,3199632,15760,0.011922075775758807,0.75,0.8947368421052632,,,,,
1971,3201048,15768,0.012376752148286724,0.875,0.9473684210526315,,,,,
1972,3202400,15776,0.011364956873956016,1.0,1.0,,,,,
1973,3203752,15784,0.017611260998543626,0.75,0.8666666666666667,,,,,
1974,3205424,15792,0.013476571636348376,0.625,0.8,,,,,
1975,3207160,15800,0.012516590897218325,0.875,0.9473684210526315,,,,,
1976,3208768,15808,0.011264843385572754,1.0,1.0,,,,,
1977,3210440,15816,0.010569331656314192,0.875,0.9285714285714286,0.011965875990542569,0.75,0.8666666666666667,,
1978,3211920,15824,0.012404073533421952,0.875,0.9375,,,,,
1979,3213400,15832,0.009151955153418254,1.0,1.0,,,,,
1980,3214880,15840,0.012887704637955097,0.875,0.9444444444444444,,,,,
1981,3216424,15848,0.012951224456673448,0.75,0.8571428571428571,,,,,
1982,3217968,15856,0.009997835037256273,1.0,1.0,,,,,
1983,3219256,15864,0.013316733401128803,0.875,0.9285714285714286,,,,,
1984,3221056,15872,0.012767984541131438,0.625,0.8421052631578947,,,,,
1985,3222472,15880,0.013180848598792013,0.75,0.8823529411764706,0.01098836948915592,1.0,1.0,,
1986,3224016,15888,0.009708012388310903,1.0,1.0,,,,,
1987,3225560,15896,0.012440945268158227,0.875,0.9444444444444444,,,,,
1988,3227872,15904,0.01027156487326713,0.875,0.9375,,,,,
1989,3230248,15912,0.01061766679647976,0.5,0.7894736842105263,,,,,
1990,3231856,15920,0.009576769549817172,1.0,1.0,,,,,
1991,3233464,15928,0.01281270875034128,1.0,1.0,,,,,
1992,3234688,15936,0.013388363441559031,0.875,0.9333333333333333,,,,,
1993,3236040,15944,0.016597469376670324,0.375,0.7058823529411765,0.01613900370320341,0.75,0.9,,
1994,3237520,15952,0.009206150928333127,1.0,1.0,,,,,
1995,3238936,15960,0.01092211599576829,1.0,1.0,,,,,
1996,3240352,15968,0.011468837803342973,0.875,0.9333333333333333,,,,,
1997,3242472,15976,0.011495568646610803,0.75,0.8823529411764706,,,,,
1998,3244720,15984,0.009372787594537985,1.0,1.0,,,,,
1999,3246328,15992,0.012127650497072427,0.875,0.9230769230769231,,,,,
2000,3247808,16000,0.013107031076145558,0.75,0.8888888888888888,,,,,
2001,3249224,16008,0.01084096230784207,1.0,1.0,0.013810974093262537,0.625,0.8,,
2002,3250640,16016,0.013051506527448081,0.875,0.9411764705882353,,,,,
2003,3252376,16024,0.01046691373035079,0.875,0.9166666666666666,,,,,
2004,3254560,16032,0.008583467943803652,1.0,1.0,,,,,
2005,3256552,16040,0.012314486090296683,0.5,0.7333333333333333,,,,,
2006,3257968,16048,0.013935595166670511,0.75,0.8823529411764706,,,,,
2007,3260472,16056,0.00782593687662168,0.875,0.9523809523809523,,,,,
2008,3262144,16064,0.010755546656365574,1.0,1.0,,,,,
2009,3263816,16072,0.009927326795578843,0.875,0.9473684210526315,0.016191715959260777,0.625,0.8421052631578947,,
2010,3265168,16080,0.015129732787015251,0.75,0.8823529411764706,,,,,
2011,3266456,16088,0.013735893261685065,0.75,0.8888888888888888,,,,,
2012,3268320,16096,0.010489858135294808,0.75,0.8461538461538461,,,,,
2013,3270184,16104,0.009821184182854246,1.0,1.0,,,,,
2014,3272752,16112,0.007567926460039937,0.875,0.9285714285714286,,,,,
2015,3274424,16120,0.013167333405225499,0.75,0.8888888888888888,,,,,
2016,3276160,16128,0.009371595414880458,0.875,0.9333333333333333,,,,,
2017,3277896,16136,0.011090883036886212,0.75,0.8666666666666667,0.011114900498933851,0.75,0.8571428571428571,,
2018,3279376,16144,0.014946991389054054,0.875,0.9444444444444444,,,,,
2019,3281176,16152,0.007719840274337299,1.0,1.0,,,,,
2020,3283424,16160,0.007001514462665684,1.0,1.0,,,,,
2021,3284712,16168,0.019172957219061905,0.5,0.7647058823529411,,,,,
2022,3286320,16176,0.013206331704654649,0.625,0.7857142857142857,,,,,
2023,3287864,16184,0.012402572106973505,0.875,0.9523809523809523,,,,,
2024,3289344,16192,0.010149464215991211,1.0,1.0,,,,,
2025,3291080,16200,0.010772456878736923,0.875,0.9375,0.010672738790088208,0.875,0.9333333333333333,,
2026,3292688,16208,0.010528922162432796,1.0,1.0,,,,,
2027,3294552,16216,0.010050775394661428,0.875,0.9230769230769231,,,,,
2028,3296032,16224,0.011610251389257593,0.875,0.9411764705882353,,,,,
2029,3297512,16232,0.011131023219191676,1.0,1.0,,,,,
2030,3299056,16240,0.00954299076014037,1.0,1.0,,,,,
2031,3300344,16248,0.014038613562871833,0.75,0.9047619047619048,,,,,
2032,3301760,16256,0.012426892271868772,0.75,0.8461538461538461,,,,,
2033,3303752,16264,0.012711474572168367,0.5,0.6923076923076923,0.013889894451758417,0.75,0.8947368421052632,,
2034,3305616,16272,0.009017453004027464,0.875,0.9473684210526315,,,,,
2035,3307288,16280,0.009650556370293497,1.0,1.0,,,,,
2036,3309472,16288,0.007550269169120801,1.0,1.0,,,,,
2037,3311016,16296,0.01111801617856409,1.0,1.0,,,,,
2038,3312368,16304,0.012959285759883818,0.625,0.7692307692307693,,,,,
2039,3313848,16312,0.012342927746168717,0.875,0.9375,,,,,
2040,3315264,16320,0.010292703940736675,0.875,0.9333333333333333,,,,,
2041,3316744,16328,0.01766726096497585,0.75,0.875,0.007271598764952111,0.875,0.9473684210526315,,
2042,3319312,16336,0.007657385135254005,1.0,1.0,,,,,
2043,3320920,16344,0.012468889136229885,1.0,1.0,,,,,
2044,3322400,16352,0.013140813707254995,0.625,0.8421052631578947,,,,,
2045,3324008,16360,0.00977048588451144,1.0,1.0,,,,,
2046,3325360,16368,0.01263764940352462,0.75,0.875,,,,,
2047,3326840,16376,0.011578243815585278,1.0,1.0,,,,,
2048,3328128,16384,0.012648985856647107,0.875,0.9444444444444444,,,,,
2049,3330248,16392,0.011894456431749944,0.75,0.8947368421052632,0.011518133019532443,0.875,0.9444444444444444,,
2050,3331792,16400,0.009392739279685194,1.0,1.0,,,,,
2051,3334040,16408,0.008472495157288594,0.875,0.9411764705882353,,,,,
2052,3335584,16416,0.01309245489682715,1.0,1.0,,,,,
2053,3337320,16424,0.01178483792082018,0.875,0.9166666666666666,,,,,
2054,3338800,16432,0.011818684845664222,0.875,0.9473684210526315,,,,,
2055,3340280,16440,0.01231008202612968,0.875,0.9411764705882353,,,,,
2056,3341632,16448,0.012988616762069997,0.875,0.9411764705882353,,,,,
2057,3343560,16456,0.00934843274799852,0.875,0.9166666666666666,0.015766369544317968,0.375,0.7222222222222222,,
2058,3345104,16464,0.01277030350563338,0.75,0.875,,,,,
2059,3346648,16472,0.00897219544762165,1.0,1.0,,,,,
2060,3348512,16480,0.009477983329847214,0.75,0.875,,,,,
2061,3350056,16488,0.011104767960842107,0.875,0.9375,,,,,
2062,3351536,16496,0.01400127658132554,0.75,0.9,,,,,
2063,3353080,16504,0.01393737206894117,0.75,0.8823529411764706,,,,,
2064,3354368,16512,0.014306155971671702,0.75,0.8461538461538461,,,,,
2065,3355912,16520,0.012385476520947724,0.875,0.9333333333333333,0.013355488273701664,0.875,0.9545454545454546,,
2066,3357264,16528,0.015369529079563056,0.75,0.8823529411764706,,,,,
2067,3358680,16536,0.010750413187690525,0.875,0.9285714285714286,,,,,
2068,3360416,16544,0.012407908429905539,0.625,0.8,,,,,
2069,3362344,16552,0.008754671258745954,1.0,1.0,,,,,
2070,3363568,16560,0.01159243557448771,1.0,1.0,,,,,
2071,3365176,16568,0.012365259033306465,0.875,0.9411764705882353,,,,,
2072,3366656,16576,0.01073740069177194,1.0,1.0,,,,,
2073,3368584,16584,0.009114438161620097,1.0,1.0,0.015086767185900624,0.75,0.8823529411764706,,
2074,3370320,16592,0.010982762187055524,0.875,0.9375,,,,,
2075,3372376,16600,0.008986473277580509,0.75,0.8666666666666667,,,,,
2076,3373856,16608,0.011341467184226293,1.0,1.0,,,,,
2077,3375272,16616,0.016716702895151477,0.625,0.8125,,,,,
2078,3376688,16624,0.012102653333228831,0.875,0.9411764705882353,,,,,
2079,3378232,16632,0.0137264233326429,0.875,0.9375,,,,,
2080,3379968,16640,0.00922562571423827,1.0,1.0,,,,,
2081,3381960,16648,0.008763646893357728,1.0,1.0,0.019515287339985924,0.5,0.7894736842105263,,
2082,3383824,16656,0.0091753380315698,1.0,1.0,,,,,
2083,3385304,16664,0.011291534978858691,1.0,1.0,,,,,
2084,3387104,16672,0.008341182705163618,1.0,1.0,,,,,
2085,3388776,16680,0.009683258017430743,0.875,0.95,,,,,
2086,3390640,16688,0.00990748240852096,1.0,1.0,,,,,
2087,3392440,16696,0.011386909129501566,0.875,0.9230769230769231,,,,,
2088,3393856,16704,0.01256618305979783,0.75,0.8947368421052632,,,,,
2089,3395912,16712,0.009876445798494365,0.875,0.9411764705882353,0.0216318136894317,0.625,0.75,,
2090,3397520,16720,0.011384206644114539,0.875,0.9444444444444444,,,,,
2091,3399128,16728,0.009513474631244957,1.0,1.0,,,,,
2092,3400608,16736,0.010612620719165265,0.875,0.9333333333333333,,,,,
2093,3402024,16744,0.01128327047187261,1.0,1.0,,,,,
2094,3403632,16752,0.010035570258958666,1.0,1.0,,,,,
2095,3405048,16760,0.012309626724418503,0.875,0.9411764705882353,,,,,
2096,3406656,16768,0.00977775191704864,1.0,1.0,,,,,
2097,3408712,16776,0.008366065912230103,1.0,1.0,0.012033692585611397,1.0,1.0,,
2098,3410320,16784,0.009932424188010817,1.0,1.0,,,,,
2099,3412120,16792,0.011984119319222867,0.75,0.8571428571428571,,,,,
2100,3413600,16800,0.010371494250888845,1.0,1.0,,,,,
2101,3415464,16808,0.011046031329764942,0.75,0.8888888888888888,,,,,
2102,3418352,16816,0.007685693661234916,0.875,0.9473684210526315,,,,,
2103,3419832,16824,0.015498026432080043,0.625,0.8,,,,,
2104,3421248,16832,0.01227589619064724,0.875,0.9473684210526315,,,,,
2105,3422792,16840,0.018763943906817248,0.625,0.8333333333333334,0.011498839111992749,0.75,0.8333333333333334,,
2106,3424144,16848,0.013081329867542953,1.0,1.0,,,,,
2107,3425752,16856,0.011455173684655016,0.75,0.8571428571428571,,,,,
2108,3427552,16864,0.010691896572938533,0.875,0.9473684210526315,,,,,
2109,3428840,16872,0.011846767707079988,0.75,0.875,,,,,
2110,3430256,16880,0.011845340464246507,1.0,1.0,,,,,
2111,3431992,16888,0.00945086519460552,1.0,1.0,,,,,
2112,3433600,16896,0.010360143386916452,1.0,1.0,,,,,
2113,3435208,16904,0.009527366858694248,1.0,1.0,0.013359457145020103,0.875,0.9473684210526315,,
2114,3436688,16912,0.010628896412711631,1.0,1.0,,,,,
2115,3438232,16920,0.011073197018778584,1.0,1.0,,,,,
2116,3440096,16928,0.01146132462264441,0.75,0.8666666666666667,,,,,
2117,3441896,16936,0.009630325609280848,1.0,1.0,,,,,
2118,3443440,16944,0.011126100231348579,0.875,0.9444444444444444,,,,,
2119,3444984,16952,0.009882855117239691,1.0,1.0,,,,,
2120,3446720,16960,0.011678676772184213,0.875,0.9411764705882353,,,,,
2121,3448072,16968,0.013391467332239811,0.75,0.8888888888888888,0.01376485246094968,0.875,0.9285714285714286,,
2122,3449744,16976,0.012645858578981987,0.875,0.9333333333333333,,,,,
2123,3451864,16984,0.009221830913468761,0.75,0.8461538461538461,,,,,
2124,3453600,16992,0.009098223786168383,1.0,1.0,,,,,
2125,3455208,17000,0.010840954903280287,0.875,0.9444444444444444,,,,,
2126,3456880,17008,0.011022055636612562,0.875,0.9333333333333333,,,,,
2127,3458232,17016,0.013500791469137487,0.75,0.8888888888888888,,,,,
2128,3460032,17024,0.008777510030215043,0.875,0.9411764705882353,,,,,
2129,3461384,17032,0.011670844812638638,1.0,1.0,0.007338162937482458,0.875,0.9411764705882353,,
2130,3462800,17040,0.012616816160286492,0.875,0.9523809523809523,,,,,
2131,3464472,17048,0.009677867563087203,0.875,0.9411764705882353,,,,,
2132,3466784,17056,0.007368569329121257,1.0,1.0,,,,,
2133,3468328,17064,0.011267683048137812,1.0,1.0,,,,,
2134,3469872,17072,0.0125549620229828,0.75,0.8571428571428571,,,,,
2135,3472056,17080,0.007919896021313485,1.0,1.0,,,,,
2136,3473792,17088,0.009278159899943232,1.0,1.0,,,,,
2137,3475080,17096,0.01501057610451165,0.75,0.875,0.013863095813029244,0.625,0.75,,
2138,3476496,17104,0.011820414175527198,0.875,0.9411764705882353,,,,,
2139,3477912,17112,0.01274237600750503,0.75,0.8823529411764706,,,,,
2140,3479584,17120,0.011563627708970724,0.75,0.8666666666666667,,,,,
2141,3481000,17128,0.014798593735464426,0.625,0.8235294117647058,,,,,
2142,3482736,17136,0.010716400006280047,0.875,0.9285714285714286,,,,,
2143,3484088,17144,0.012235846074570015,1.0,1.0,,,,,
2144,3486464,17152,0.007736537542425,1.0,1.0,,,,,
2145,3488456,17160,0.008841513155528218,0.875,0.9444444444444444,0.011625088964757915,0.75,0.8823529411764706,,
2146,3489808,17168,0.01658366652898944,0.625,0.8235294117647058,,,,,
2147,3491480,17176,0.010410656477663769,0.875,0.9375,,,,,
2148,3492832,17184,0.011905877018964903,1.0,1.0,,,,,
2149,3494248,17192,0.011787780172314999,1.0,1.0,,,,,
2150,3495984,17200,0.009088833275950444,1.0,1.0,,,,,
2151,3497464,17208,0.012165231037028584,0.875,0.9090909090909091,,,,,
2152,3498944,17216,0.011584625879829214,0.875,0.95,,,,,
2153,3500424,17224,0.010987915907882206,1.0,1.0,0.013286812622142244,0.5,0.7777777777777778,,
2154,3502288,17232,0.008831327180338421,0.875,0.9166666666666666,,,,,
2155,3503768,17240,0.014011614468431587,0.625,0.8125,,,,,
2156,3505056,17248,0.017555811662788925,0.375,0.7368421052631579,,,,,
2157,3506472,17256,0.014038162771280623,0.875,0.9523809523809523,,,,,
2158,3507888,17264,0.012017014363656542,0.875,0.9230769230769231,,,,,
2159,3509688,17272,0.01076133731783442,0.875,0.9523809523809523,,,,,
2160,3511104,17280,0.010963259916088002,1.0,1.0,,,,,
2161,3512520,17288,0.013532496584682596,0.75,0.9047619047619048,0.015785781382110137,0.75,0.875,,
2162,3514128,17296,0.011157247252537058,0.5,0.6363636363636364,,,,,
2163,3515864,17304,0.012233650113331227,0.875,0.9473684210526315,,,,,
2164,3517216,17312,0.011171012779217107,0.875,0.95,,,,,
2165,3518696,17320,0.012001925013208849,0.875,0.9285714285714286,,,,,
2166,3520368,17328,0.011675630409589707,0.75,0.8947368421052632,,,,,
2167,3521656,17336,0.014967334780468258,0.875,0.9375,,,,,
2168,3523008,17344,0.011796487989144861,0.875,0.9523809523809523,,,,,
2169,3525000,17352,0.00849456621327368,1.0,1.0,0.012088582020349197,0.75,0.8947368421052632,,
2170,3526288,17360,0.01634732410829249,0.625,0.7692307692307693,,,,,
2171,3527768,17368,0.012428594146393043,0.875,0.9375,,,,,
2172,3529120,17376,0.013602337328120915,0.75,0.9047619047619048,,,,,
2173,3530600,17384,0.013855088014375905,0.75,0.875,,,,,
2174,3533168,17392,0.008204611648138595,0.625,0.8125,,,,,
2175,3534584,17400,0.011086540426554893,1.0,1.0,,,,,
2176,3535872,17408,0.013270963225657772,0.875,0.9444444444444444,,,,,
2177,3537096,17416,0.013851313657839268,1.0,1.0,0.009658741902236052,0.75,0.8947368421052632,,
2178,3538768,17424,0.010273905813437264,1.0,1.0,,,,,
2179,3540184,17432,0.013798832873993043,0.75,0.8461538461538461,,,,,
2180,3541792,17440,0.01460299202950981,0.5,0.7333333333333333,,,,,
2181,3543272,17448,0.013365828355549423,0.625,0.8235294117647058,,,,,
2182,3544688,17456,0.01532343465063855,0.875,0.9230769230769231,,,,,
2183,3546232,17464,0.011743379810457415,0.75,0.9,,,,,
2184,3547584,17472,0.010132670772552808,1.0,1.0,,,,,
2185,3549384,17480,0.010068087266675812,1.0,1.0,0.017825004426449874,0.75,0.8947368421052632,,
2186,3551440,17488,0.008378859679886901,1.0,1.0,,,,,
2187,3552728,17496,0.012739702196295239,1.0,1.0,,,,,
2188,3554208,17504,0.01113201839966635,1.0,1.0,,,,,
2189,3556264,17512,0.012047711060222932,0.625,0.8571428571428571,,,,,
2190,3557552,17520,0.013076506093105181,1.0,1.0,,,,,
2191,3558968,17528,0.01246013323646264,1.0,1.0,,,,,
2192,3561280,17536,0.008805978288688631,0.875,0.9285714285714286,,,,,
2193,3562760,17544,0.011748061136913018,0.875,0.9444444444444444,0.01111610945175061,0.75,0.8947368421052632,,
2194,3564496,17552,0.010017046600448361,0.875,0.9411764705882353,,,,,
2195,3565912,17560,0.014393498850684831,0.875,0.95,,,,,
2196,3567392,17568,0.011217803234480898,1.0,1.0,,,,,
2197,3568680,17576,0.01192797437188332,1.0,1.0,,,,,
2198,3570160,17584,0.012019173736011603,0.875,0.9473684210526315,,,,,
2199,3571832,17592,0.009200948878176383,1.0,1.0,,,,,
2200,3573248,17600,0.013318422359207188,0.625,0.7857142857142857,,,,,
2201,3574792,17608,0.01766008984185968,0.625,0.7857142857142857,0.01354303046999267,0.5,0.75,,
2202,3577040,17616,0.00972201483031832,0.875,0.9473684210526315,,,,,
2203,3579032,17624,0.008187215716476253,1.0,1.0,,,,,
2204,3580320,17632,0.012686868122953216,0.875,0.9444444444444444,,,,,
2205,3581864,17640,0.010993917820139044,0.875,0.9333333333333333,,,,,
2206,3583600,17648,0.012328862114751949,0.75,0.8823529411764706,,,,,
2207,3584952,17656,0.013499509171136511,0.75,0.8947368421052632,,,,,
2208,3586432,17664,0.010000924262562032,1.0,1.0,,,,,
2209,3587912,17672,0.012446884459405104,0.75,0.9,0.015263504660606358,0.75,0.9,,
2210,3589392,17680,0.0120928260386377,0.875,0.9523809523809523,,,,,
2211,3591960,17688,0.007548986157708659,0.875,0.9230769230769231,,,,,
2212,3594080,17696,0.011373991526095126,0.625,0.7272727272727273,,,,,
2213,3595432,17704,0.01732151397246855,0.75,0.8888888888888888,,,,,
2214,3596976,17712,0.0099856762982036,1.0,1.0,,,,,
2215,3598584,17720,0.01067451244728521,0.875,0.9333333333333333,,,,,
2216,3600128,17728,0.014001800314807801,0.75,0.875,,,,,
2217,3601800,17736,0.01099231028802469,0.875,0.9285714285714286,0.015063004147998918,0.75,0.8333333333333334,,
2218,3603024,17744,0.013168894044014005,1.0,1.0,,,,,
2219,3604376,17752,0.01229424532990885,1.0,1.0,,,,,
2220,3605920,17760,0.012724214911913159,0.75,0.8823529411764706,,,,,
2221,3607592,17768,0.01157489956178152,0.875,0.9285714285714286,,,,,
2222,3609200,17776,0.010199647374162086,0.875,0.9333333333333333,,,,,
2223,3610680,17784,0.012666519172776168,0.875,0.9473684210526315,,,,,
2224,3612224,17792,0.012798066396041726,0.75,0.8333333333333334,,,,,
2225,3613960,17800,0.011590526116920599,0.875,0.9523809523809523,0.011359754434870454,0.875,0.9230769230769231,,
2226,3615440,17808,0.011604414276688745,0.875,0.9473684210526315,,,,,
2227,3616920,17816,0.015534855394534029,0.625,0.7857142857142857,,,,,
2228,3618208,17824,0.01448084495336647,0.875,0.9523809523809523,,,,,
2229,3619368,17832,0.014133917713919789,1.0,1.0,,,,,
2230,3620784,17840,0.01104038480476018,1.0,1.0,,,,,
2231,3622328,17848,0.011839673010853334,0.875,0.9285714285714286,,,,,
2232,3623744,17856,0.01578046787860202,0.625,0.85,,,,,
2233,3624968,17864,0.013783898135374156,0.875,0.9230769230769231,0.01324358046866265,1.0,1.0,,
2234,3626896,17872,0.011376419509454802,0.875,0.9285714285714286,,,,,
2235,3628568,17880,0.009932011816721804,1.0,1.0,,,,,
2236,3629728,17888,0.014281797485721238,0.875,0.9411764705882353,,,,,
2237,3631400,17896,0.012694263631869169,0.875,0.9444444444444444,,,,,
2238,3633136,17904,0.009232799167371039,1.0,1.0,,,,,
2239,3634872,17912,0.00943581299398102,1.0,1.0,,,,,
2240,3636800,17920,0.009063272524739936,0.75,0.8333333333333334,,,,,
2241,3638536,17928,0.009289455862324707,1.0,1.0,0.012189172369861506,0.875,0.9375,,
2242,3640080,17936,0.011437781721712371,0.75,0.8666666666666667,,,,,
2243,3641752,17944,0.009643775102369585,1.0,1.0,,,,,
2244,3643552,17952,0.01294280529873955,0.875,0.9230769230769231,,,,,
2245,3644840,17960,0.013169760097997094,0.875,0.95,,,,,
2246,3646256,17968,0.010028822955685102,1.0,1.0,,,,,
2247,3647672,17976,0.01014154890706744,1.0,1.0,,,,,
2248,3649472,17984,0.008802714921535993,1.0,1.0,,,,,
2249,3650696,17992,0.01436321416965134,0.875,0.95,0.011425389740602832,1.0,1.0,,
2250,3652048,18000,0.01142236927219271,0.875,0.9473684210526315,,,,,
2251,3653400,18008,0.014331728861731704,0.75,0.875,,,,,
2252,3654752,18016,0.012747639333466398,0.875,0.9375,,,,,
2253,3656552,18024,0.010333705042426037,0.875,0.9411764705882353,,,,,
2254,3658416,18032,0.009321641630774447,0.875,0.9333333333333333,,,,,
2255,3659768,18040,0.01089558682760855,0.75,0.8461538461538461,,,,,
2256,3661504,18048,0.011144769632701165,0.875,0.9473684210526315,,,,,
2257,3664008,18056,0.006948186607589035,0.875,0.9444444444444444,0.011219441876199339,1.0,1.0,,
2258,3665552,18064,0.011944729948247112,0.875,0.9375,,,,,
2259,3667416,18072,0.010995417343905491,0.75,0.875,,,,,
2260,3669920,18080,0.0078453781845063,1.0,1.0,,,,,
2261,3671336,18088,0.012078333894396198,0.75,0.8823529411764706,,,,,
2262,3672816,18096,0.013844892730069905,0.75,0.8571428571428571,,,,,
2263,3674744,18104,0.008206111586431968,0.875,0.9444444444444444,,,,,
2264,3676160,18112,0.01098418439078837,1.0,1.0,,,,,
2265,3677320,18120,0.016907552245194454,0.75,0.8571428571428571,0.01168993261427756,0.875,0.9411764705882353,,
2266,3678992,18128,0.01148986709166852,0.875,0.9375,,,,,
2267,3680664,18136,0.013226292984100853,0.875,0.9333333333333333,,,,,
2268,3682336,18144,0.012449895106686253,1.0,1.0,,,,,
2269,3684008,18152,0.009533551220283413,1.0,1.0,,,,,
2270,3685680,18160,0.010572965759426041,0.875,0.9333333333333333,,,,,
2271,3687288,18168,0.011288053229002176,0.875,0.9473684210526315,,,,,
2272,3688576,18176,0.014587172479523033,0.625,0.8235294117647058,,,,,
2273,3689736,18184,0.012974675939144052,1.0,1.0,0.01439074945773365,0.75,0.8666666666666667,,
2274,3691664,18192,0.008166147176329954,0.875,0.9090909090909091,,,,,
2275,3693016,18200,0.015682020939743323,0.75,0.8823529411764706,,,,,
2276,3694176,18208,0.011099925686266464,1.0,1.0,,,,,
2277,3696040,18216,0.008956195714748136,0.875,0.9333333333333333,,,,,
2278,3697520,18224,0.010075932276335357,1.0,1.0,,,,,
2279,3699384,18232,0.009474537220735059,1.0,1.0,,,,,
2280,3700992,18240,0.010194410875522409,0.875,0.9090909090909091,,,,,
2281,3702664,18248,0.009881914344481667,0.875,0.9285714285714286,0.015611012880126346,0.875,0.9285714285714286,,
2282,3704336,18256,0.011743828919958703,0.75,0.8666666666666667,,,,,
2283,3706008,18264,0.010576547042206574,1.0,1.0,,,,,
2284,3708064,18272,0.009080196358002208,0.75,0.875,,,,,
2285,3710760,18280,0.00664931879953209,1.0,1.0,,,,,
2286,3712944,18288,0.007514419531814846,0.875,0.9230769230769231,,,,,
2287,3714552,18296,0.010834811949657413,0.75,0.8461538461538461,,,,,
2288,3716160,18304,0.011825835588272828,0.875,0.95,,,,,
2289,3717640,18312,0.010546289363885875,1.0,1.0,0.013967443670550887,0.75,0.9047619047619048,,
2290,3719952,18320,0.007625952166678633,1.0,1.0,,,,,
