step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
933,1512616,7464,0.011262840383231368,0.875,0.9230769230769231,,,,,
934,1514032,7472,0.012779297131320798,1.0,1.0,,,,,
935,1516216,7480,0.010746286373749563,0.875,0.9444444444444444,,,,,
936,1517568,7488,0.015561036648695823,0.75,0.875,,,,,
937,1518920,7496,0.016762896217604722,0.5,0.7777777777777778,0.01161178950607764,0.875,0.9285714285714286,0.7459999918937683,0.7445789819706499
938,1521232,7504,0.008285852839221,0.875,0.9285714285714286,,,,,
939,1522648,7512,0.01148653613815679,1.0,1.0,,,,,
940,1524000,7520,0.012258251701151558,0.875,0.9090909090909091,,,,,
941,1525544,7528,0.014618145832145222,0.625,0.8421052631578947,,,,,
942,1527280,7536,0.013060099607456334,0.75,0.8571428571428571,,,,,
943,1528888,7544,0.011733623586630828,0.875,0.9230769230769231,,,,,
944,1530240,7552,0.01314892066579119,0.875,0.9411764705882353,,,,,
945,1531848,7560,0.012606864028667555,1.0,1.0,0.01626373506052249,0.5,0.7777777777777778,,
946,1533328,7568,0.015615956703751042,0.5,0.7142857142857143,,,,,
947,1535192,7576,0.010346708864742017,0.875,0.9411764705882353,,,,,
948,1537248,7584,0.010801622926866617,0.75,0.8823529411764706,,,,,
949,1539112,7592,0.009214191428800261,1.0,1.0,,,,,
950,1540592,7600,0.015035263282433552,0.5,0.6666666666666666,,,,,
951,1542200,7608,0.014316127075056608,0.75,0.8823529411764706,,,,,
952,1543872,7616,0.012658792778429219,0.875,0.9166666666666666,,,,,
953,1545224,7624,0.013249397077405951,0.875,0.9444444444444444,0.010181426997780792,0.75,0.8947368421052632,,
954,1546960,7632,0.011892091415452053,0.625,0.7692307692307693,,,,,
955,1548696,7640,0.010214957513939214,0.875,0.9444444444444444,,,,,
956,1551392,7648,0.010962795721855087,0.75,0.9,,,,,
957,1553000,7656,0.01177582874161788,0.875,0.9230769230769231,,,,,
958,1554608,7664,0.010790715609558793,0.875,0.9333333333333333,,,,,
959,1556024,7672,0.013741126911752777,0.875,0.9375,,,,,
960,1557440,7680,0.01340961336821523,0.875,0.9333333333333333,,,,,
961,1558792,7688,0.014172033272712518,0.625,0.8,0.014044391900301741,0.625,0.85,,
962,1560144,7696,0.011083645079898272,1.0,1.0,,,,,
963,1561496,7704,0.012930378299825731,0.75,0.8181818181818182,,,,,
964,1563744,7712,0.010200807974058125,0.625,0.75,,,,,
965,1566696,7720,0.007931466487135115,0.875,0.9333333333333333,,,,,
966,1568112,7728,0.01741192190009408,0.625,0.8421052631578947,,,,,
967,1569464,7736,0.017605716199269515,0.75,0.875,,,,,
968,1571072,7744,0.015636994606750595,0.625,0.7857142857142857,,,,,
969,1572808,7752,0.011069312874305407,0.75,0.875,0.01648149986996397,0.5,0.8,,
970,1574352,7760,0.01427260296881993,0.625,0.8,,,,,
971,1576216,7768,0.01173103603048007,0.625,0.8235294117647058,,,,,
972,1577696,7776,0.014628073186157777,0.75,0.8947368421052632,,,,,
973,1579176,7784,0.013433429965840607,0.875,0.9444444444444444,,,,,
974,1580656,7792,0.01456295216402837,0.75,0.875,,,,,
975,1582328,7800,0.013381750753960881,0.75,0.8823529411764706,,,,,
976,1584064,7808,0.01037259150720529,1.0,1.0,,,,,
977,1585480,7816,0.014279139150393817,0.875,0.9333333333333333,0.0172948610962015,0.5,0.7333333333333333,,
978,1586832,7824,0.018588334004288273,0.5,0.75,,,,,
979,1588504,7832,0.009869463539812275,0.875,0.9285714285714286,,,,,
980,1590304,7840,0.010467083611921987,0.75,0.8888888888888888,,,,,
981,1591720,7848,0.014305059776585664,0.625,0.8,,,,,
982,1593968,7856,0.009354931443050477,0.875,0.9473684210526315,,,,,
983,1595320,7864,0.013700535913964926,1.0,1.0,,,,,
984,1596672,7872,0.015148699094719302,0.875,0.95,,,,,
985,1599368,7880,0.009403343011534735,0.875,0.9444444444444444,0.014916449863979752,0.875,0.9411764705882353,,
986,1600720,7888,0.011835063551920363,1.0,1.0,,,,,
987,1602456,7896,0.01003551572699437,1.0,1.0,,,,,
988,1603680,7904,0.014530245592092986,0.875,0.9285714285714286,,,,,
989,1605288,7912,0.013169979132980694,0.625,0.8,,,,,
990,1606832,7920,0.011514372007316158,1.0,1.0,,,,,
991,1608568,7928,0.01111549351028805,1.0,1.0,,,,,
992,1610176,7936,0.01696364961778445,0.75,0.8666666666666667,,,,,
993,1611784,7944,0.01222777570129846,0.875,0.9473684210526315,0.012267029147260454,1.0,1.0,,
994,1613648,7952,0.013576641230912711,0.625,0.7857142857142857,,,,,
995,1615000,7960,0.011715662661105089,1.0,1.0,,,,,
996,1616864,7968,0.01036314711967778,0.75,0.8181818181818182,,,,,
997,1618408,7976,0.012570037771356908,0.75,0.8666666666666667,,,,,
998,1619696,7984,0.011453681045755714,1.0,1.0,,,,,
999,1621368,7992,0.014260097777186957,0.625,0.8,,,,,
1000,1623104,8000,0.010287211342339805,1.0,1.0,,,,,
1001,1624584,8008,0.010692469956939663,1.0,1.0,0.0079293072125005,0.875,0.9411764705882353,,
1002,1625680,8016,0.01897680691557915,0.75,0.8461538461538461,,,,,
1003,1627864,8024,0.010606955047029425,0.625,0.8333333333333334,,,,,
1004,1629408,8032,0.01263588235275809,0.75,0.8823529411764706,,,,,
1005,1630824,8040,0.012559032206504749,1.0,1.0,,,,,
1006,1632304,8048,0.013704221439217427,0.75,0.8571428571428571,,,,,
1007,1634040,8056,0.015509647050949362,0.5,0.75,,,,,
1008,1635520,8064,0.013569421306067801,0.75,0.8666666666666667,,,,,
1009,1637384,8072,0.012849174815606507,0.625,0.8333333333333334,0.009740024150003313,0.875,0.9230769230769231,,
1010,1638928,8080,0.014336455544398658,0.875,0.9411764705882353,,,,,
1011,1640216,8088,0.015856918337547588,0.75,0.8823529411764706,,,,,
1012,1641504,8096,0.011696172674624767,1.0,1.0,,,,,
1013,1643368,8104,0.013187423703026476,0.75,0.8947368421052632,,,,,
1014,1645872,8112,0.009164833622927271,0.875,0.9411764705882353,,,,,
1015,1647160,8120,0.012430785365085604,1.0,1.0,,,,,
1016,1649472,8128,0.012855905331384348,0.625,0.8125,,,,,
1017,1650888,8136,0.016919774733421346,0.625,0.8421052631578947,0.014916365847557778,0.875,0.9411764705882353,,
1018,1652432,8144,0.015287271664747373,0.625,0.8125,,,,,
1019,1653848,8152,0.014301562357802345,0.75,0.8947368421052632,,,,,
1020,1655456,8160,0.014283885927243193,0.625,0.7692307692307693,,,,,
1021,1656808,8168,0.013918903235321311,0.875,0.95,,,,,
1022,1658352,8176,0.011804141945529638,0.875,0.9411764705882353,,,,,
1023,1660984,8184,0.00907769402950607,0.75,0.8333333333333334,,,,,
1024,1662400,8192,0.012728844598903343,0.875,0.9411764705882353,,,,,
1025,1664392,8200,0.008492887176644773,1.0,1.0,0.015171153169426932,0.75,0.875,,
1026,1665552,8208,0.015873559034255694,0.875,0.9411764705882353,,,,,
1027,1667288,8216,0.011271278644293233,0.875,0.9375,,,,,
1028,1669024,8224,0.012671650123646369,0.75,0.875,,,,,
1029,1670504,8232,0.01760645892524821,0.75,0.875,,,,,
1030,1671792,8240,0.02140096657282309,0.625,0.8125,,,,,
1031,1673272,8248,0.013090485311543807,0.875,0.9444444444444444,,,,,
1032,1674624,8256,0.012502928277879603,1.0,1.0,,,,,
1033,1676424,8264,0.012531511607644319,0.625,0.7692307692307693,0.015624580241589402,0.75,0.8666666666666667,,
1034,1677968,8272,0.013242599736012552,0.75,0.8461538461538461,,,,,
1035,1679768,8280,0.01284087025298917,0.5,0.7333333333333333,,,,,
1036,1681248,8288,0.01434612560935962,0.625,0.8,,,,,
1037,1682728,8296,0.014454067873626974,0.625,0.8235294117647058,,,,,
1038,1684336,8304,0.014205833187476534,0.75,0.8888888888888888,,,,,
1039,1685816,8312,0.01353320316013203,0.875,0.9333333333333333,,,,,
1040,1687296,8320,0.01516380583109882,0.75,0.8823529411764706,,,,,
1041,1688840,8328,0.015175723408373224,0.5,0.7333333333333333,0.013471951221686906,0.875,0.9523809523809523,,
1042,1690640,8336,0.01407944422615752,0.75,0.9047619047619048,,,,,
1043,1692312,8344,0.010270267197331599,0.875,0.9333333333333333,,,,,
1044,1694368,8352,0.013491968934715663,0.5,0.7333333333333333,,,,,
1045,1695976,8360,0.013406313770805572,0.75,0.8823529411764706,,,,,
1046,1697392,8368,0.011891496042802275,1.0,1.0,,,,,
1047,1699192,8376,0.01417456220036177,0.625,0.8421052631578947,,,,,
1048,1700608,8384,0.014406349364258204,0.75,0.8888888888888888,,,,,
1049,1702088,8392,0.015828952965064,0.625,0.8125,0.010071678912866408,1.0,1.0,,
1050,1703568,8400,0.015212304667117477,0.875,0.9444444444444444,,,,,
1051,1705240,8408,0.012590565315602879,0.75,0.9,,,,,
1052,1706976,8416,0.01241769415428178,0.625,0.8235294117647058,,,,,
1053,1708904,8424,0.012163863382693275,0.75,0.8888888888888888,,,,,
1054,1710576,8432,0.01069889278472893,0.875,0.9411764705882353,,,,,
1055,1711928,8440,0.01714085331878971,0.625,0.7857142857142857,,,,,
1056,1713408,8448,0.011897713292034854,0.875,0.9285714285714286,,,,,
1057,1715336,8456,0.011197377641628713,0.875,0.9333333333333333,0.01154372456613832,0.625,0.8,,
1058,1716816,8464,0.0155029690442229,0.625,0.8,,,,,
1059,1718104,8472,0.016365118465882632,0.75,0.8823529411764706,,,,,
1060,1720608,8480,0.010639774880894806,0.375,0.7058823529411765,,,,,
1061,1722664,8488,0.00925108824705551,0.75,0.8947368421052632,,,,,
1062,1724528,8496,0.013318034565373955,0.5,0.7647058823529411,,,,,
1063,1725944,8504,0.01516670100972679,0.75,0.8666666666666667,,,,,
1064,1727424,8512,0.014159987194377895,0.625,0.8571428571428571,,,,,
1065,1729032,8520,0.01172859916641114,1.0,1.0,0.010975968775587945,0.75,0.875,,
1066,1730448,8528,0.013278051235846071,0.75,0.9,,,,,
1067,1732504,8536,0.011049473717612387,0.875,0.9333333333333333,,,,,
1068,1734176,8544,0.013067628440911722,0.75,0.9,,,,,
1069,1735976,8552,0.013851536088007712,0.625,0.8125,,,,,
1070,1737840,8560,0.01128974719786917,0.875,0.9444444444444444,,,,,
1071,1739384,8568,0.018094674891628856,0.375,0.6428571428571429,,,,,
1072,1740864,8576,0.012252565233288994,0.875,0.9166666666666666,,,,,
1073,1742408,8584,0.012041939953697766,0.875,0.9375,0.00894269391934717,0.75,0.8947368421052632,,
1074,1744016,8592,0.012020895949021327,0.75,0.8947368421052632,,,,,
1075,1745368,8600,0.013067473773300095,0.75,0.8888888888888888,,,,,
1076,1747040,8608,0.013613100385169231,0.875,0.9444444444444444,,,,,
1077,1748712,8616,0.014076631873192648,0.875,0.9444444444444444,,,,,
1078,1750384,8624,0.011957576251732964,0.75,0.8666666666666667,,,,,
1079,1751736,8632,0.01727594116892384,0.625,0.8125,,,,,
1080,1753216,8640,0.012588187708197918,0.75,0.875,,,,,
1081,1754824,8648,0.010378058862708213,1.0,1.0,0.008680023240837411,0.75,0.8888888888888888,,
1082,1756496,8656,0.01029294229444558,1.0,1.0,,,,,
1083,1757720,8664,0.015667507008583846,0.75,0.8823529411764706,,,,,
1084,1759328,8672,0.014830124456692316,0.625,0.7692307692307693,,,,,
1085,1760808,8680,0.014585371209301517,0.75,0.875,,,,,
1086,1762352,8688,0.016595407822320166,0.625,0.7857142857142857,,,,,
1087,1763896,8696,0.013636243148007501,0.75,0.875,,,,,
1088,1765376,8704,0.013203156502048632,0.75,0.8461538461538461,,,,,
1089,1767048,8712,0.012015479666568563,0.75,0.875,0.011727096016343329,0.75,0.9,,
1090,1769040,8720,0.010764760010604288,0.875,0.9333333333333333,,,,,
1091,1770712,8728,0.01457023671668241,0.625,0.8235294117647058,,,,,
1092,1772256,8736,0.01440851789663119,0.625,0.8125,,,,,
1093,1773736,8744,0.010304024998184948,0.875,0.9411764705882353,,,,,
1094,1775024,8752,0.015864426875897987,0.625,0.7692307692307693,,,,,
1095,1776312,8760,0.020922633486425278,0.625,0.8,,,,,
1096,1778112,8768,0.013956284220407058,0.625,0.7692307692307693,,,,,
1097,1779528,8776,0.012420708288986837,1.0,1.0,0.011657328076607803,0.875,0.9375,,
1098,1780688,8784,0.014551500980697614,0.75,0.8888888888888888,,,,,
1099,1781976,8792,0.012859440165219036,1.0,1.0,,,,,
1100,1783904,8800,0.010131735091187942,0.875,0.9473684210526315,,,,,
1101,1786472,8808,0.00944441949187813,0.75,0.8888888888888888,,,,,
1102,1788080,8816,0.012623185604855248,0.75,0.8888888888888888,,,,,
1103,1789752,8824,0.013757436887764391,0.75,0.875,,,,,
1104,1791488,8832,0.010743208576067713,0.875,0.9285714285714286,,,,,
1105,1792968,8840,0.013048698578711737,0.875,0.9411764705882353,0.015078087236116314,0.5,0.75,,
1106,1794448,8848,0.012426437108576714,0.875,0.9333333333333333,,,,,
1107,1795992,8856,0.016889453910139962,0.5,0.7142857142857143,,,,,
1108,1797664,8864,0.014730859618986387,0.625,0.8333333333333334,,,,,
1109,1799400,8872,0.012324905112044924,0.75,0.9,,,,,
1110,1800816,8880,0.014123622652183459,0.875,0.9473684210526315,,,,,
1111,1802680,8888,0.013173923094221477,0.75,0.8571428571428571,,,,,
1112,1804352,8896,0.01025138545446384,0.875,0.9375,,,,,
1113,1805768,8904,0.012332986437122634,0.875,0.9333333333333333,0.012961518069631072,1.0,1.0,,
1114,1807248,8912,0.013256033835659875,0.75,0.8888888888888888,,,,,
1115,1809240,8920,0.010178710087945762,0.75,0.875,,,,,
1116,1810656,8928,0.012661523180462658,0.75,0.8666666666666667,,,,,
1117,1812072,8936,0.013997674931469993,0.875,0.9411764705882353,,,,,
1118,1813296,8944,0.0176995829739659,0.625,0.8,,,,,
1119,1815480,8952,0.008762426490405378,0.75,0.8333333333333334,,,,,
1120,1817344,8960,0.015020498103831251,0.625,0.85,,,,,
1121,1818632,8968,0.013662688001299586,0.875,0.9444444444444444,0.013405449570891534,0.75,0.8947368421052632,,
1122,1820176,8976,0.013282688128209435,0.875,0.9411764705882353,,,,,
1123,1821656,8984,0.013716172917666827,0.75,0.8823529411764706,,,,,
1124,1823584,8992,0.010755582557171444,0.625,0.8235294117647058,,,,,
1125,1825320,9000,0.010915947499199297,1.0,1.0,,,,,
1126,1826736,9008,0.014727758532448837,0.75,0.8666666666666667,,,,,
1127,1829240,9016,0.008715541351386974,0.75,0.8666666666666667,,,,,
1128,1831232,9024,0.012795778168836671,0.625,0.8235294117647058,,,,,
1129,1832584,9032,0.01625959112470375,0.625,0.85,0.012742278348484863,0.75,0.8666666666666667,,
1130,1834064,9040,0.014073074588801379,0.875,0.9333333333333333,,,,,
1131,1835928,9048,0.012337366287811924,0.625,0.7857142857142857,,,,,
1132,1837344,9056,0.013509400572606073,1.0,1.0,,,,,
1133,1839144,9064,0.01274814056549281,0.75,0.8823529411764706,,,,,
1134,1840688,9072,0.013100161661684198,0.75,0.8571428571428571,,,,,
1135,1842232,9080,0.012430788880476077,0.875,0.9166666666666666,,,,,
1136,1843712,9088,0.012829556036215483,0.75,0.875,,,,,
1137,1845320,9096,0.013993885688574353,0.625,0.8333333333333334,0.015844485171654366,0.75,0.8888888888888888,,
1138,1847120,9104,0.013873394821828535,0.625,0.8421052631578947,,,,,
1139,1849176,9112,0.012307856081556203,0.625,0.8571428571428571,,,,,
1140,1850720,9120,0.011259125895052352,1.0,1.0,,,,,
1141,1852072,9128,0.016961762783876927,0.625,0.7692307692307693,,,,,
1142,1853488,9136,0.01661702773235725,0.875,0.9285714285714286,,,,,
1143,1855352,9144,0.013164847983190398,0.625,0.8125,,,,,
1144,1857024,9152,0.01036291729275481,0.875,0.9333333333333333,,,,,
1145,1858952,9160,0.010624394122158954,0.75,0.875,0.01239867043201181,1.0,1.0,,
1146,1860368,9168,0.010558315296777497,1.0,1.0,,,,,
1147,1861976,9176,0.014170443047758987,0.5,0.7777777777777778,,,,,
1148,1863520,9184,0.013328242941155186,0.875,0.9285714285714286,,,,,
1149,1865192,9192,0.013582224405079652,0.625,0.8333333333333334,,,,,
1150,1866672,9200,0.01437853631196255,0.75,0.875,,,,,
1151,1868472,9208,0.013211355725963459,0.875,0.9411764705882353,,,,,
1152,1869888,9216,0.013735577107056484,0.875,0.95,,,,,
1153,1871624,9224,0.010927563431296155,0.875,0.9473684210526315,0.015987580948492324,0.75,0.8823529411764706,,
1154,1873040,9232,0.011847798153901036,0.875,0.9333333333333333,,,,,
1155,1874328,9240,0.0162904994906932,0.75,0.8666666666666667,,,,,
1156,1876256,9248,0.010083762335890875,0.875,0.9473684210526315,,,,,
1157,1877672,9256,0.014419761507379848,0.75,0.8461538461538461,,,,,
1158,1879024,9264,0.01741991085684282,0.625,0.85,,,,,
1159,1880440,9272,0.012830639967493911,0.875,0.9411764705882353,,,,,
1160,1881664,9280,0.011642832164832051,1.0,1.0,,,,,
1161,1883592,9288,0.009192364178910072,0.75,0.8,0.012154716508266026,0.75,0.8823529411764706,,
1162,1885456,9296,0.010188395739783697,1.0,1.0,,,,,
1163,1887192,9304,0.012237395244207135,0.75,0.8571428571428571,,,,,
1164,1889056,9312,0.01304940966882826,0.5,0.7142857142857143,,,,,
1165,1891432,9320,0.009377387804683075,0.75,0.8888888888888888,,,,,
1166,1893296,9328,0.011911821373470181,0.75,0.8571428571428571,,,,,
1167,1895160,9336,0.012493143692125898,0.5,0.7647058823529411,,,,,
1168,1896896,9344,0.014603730177557768,0.5,0.75,,,,,
1169,1898696,9352,0.012945775523045837,0.875,0.9230769230769231,0.01354547214519874,0.75,0.8823529411764706,,
1170,1900816,9360,0.009831880825824918,0.875,0.9473684210526315,,,,,
1171,1902616,9368,0.014449069451544793,0.75,0.8823529411764706,,,,,
1172,1904352,9376,0.012049955480850258,0.75,0.8666666666666667,,,,,
1173,1906088,9384,0.01096088594684409,1.0,1.0,,,,,
1174,1907888,9392,0.012345162675630699,0.625,0.8125,,,,,
1175,1909304,9400,0.014509484886153428,0.75,0.8461538461538461,,,,,
1176,1910976,9408,0.010264820593493117,0.875,0.9285714285714286,,,,,
1177,1912648,9416,0.010369149732697331,1.0,1.0,0.014943016012312498,0.5,0.7777777777777778,,
1178,1914192,9424,0.01573805410643529,0.75,0.8333333333333334,,,,,
1179,1915800,9432,0.012110497761501774,1.0,1.0,,,,,
1180,1917280,9440,0.015214251668264784,0.625,0.8333333333333334,,,,,
1181,1918824,9448,0.012155076143044738,0.875,0.9230769230769231,,,,,
1182,1920432,9456,0.01718833553433144,0.5,0.7777777777777778,,,,,
1183,1921912,9464,0.012717211351521407,0.75,0.8823529411764706,,,,,
1184,1923648,9472,0.010689589023004261,0.75,0.875,,,,,
1185,1925128,9480,0.015582695420414423,0.625,0.8125,0.016749728678398294,0.625,0.8235294117647058,,
1186,1926544,9488,0.015577832865536871,0.5,0.7333333333333333,,,,,
1187,1927768,9496,0.014554314051178715,1.0,1.0,,,,,
1188,1929568,9504,0.009449940626455891,1.0,1.0,,,,,
1189,1931176,9512,0.012105747544656638,0.875,0.9230769230769231,,,,,
1190,1933104,9520,0.013523647675726416,0.375,0.6666666666666666,,,,,
1191,1934776,9528,0.011635335717731251,0.875,0.9285714285714286,,,,,
1192,1936256,9536,0.012103435387961893,0.875,0.9166666666666666,,,,,
1193,1937608,9544,0.014575849080799416,0.75,0.8823529411764706,0.01137547105931833,0.875,0.9333333333333333,,
1194,1938960,9552,0.010813438711618816,1.0,1.0,,,,,
1195,1940376,9560,0.015111517947102472,0.75,0.8947368421052632,,,,,
1196,1941920,9568,0.012137276248322173,0.75,0.8571428571428571,,,,,
1197,1943208,9576,0.02060556301605704,0.5,0.7333333333333333,,,,,
1198,1944880,9584,0.014421219083603446,0.5,0.7142857142857143,,,,,
1199,1946872,9592,0.008903240922953198,1.0,1.0,,,,,
1200,1948480,9600,0.014859310373872005,0.625,0.8125,,,,,
1201,1949704,9608,0.016267211131753792,0.875,0.9444444444444444,0.014103883571521208,0.875,0.9333333333333333,,
1202,1951056,9616,0.011956648208442031,1.0,1.0,,,,,
1203,1952664,9624,0.013767031301348718,0.75,0.8571428571428571,,,,,
1204,1954528,9632,0.010488675329117488,0.75,0.875,,,,,
1205,1956456,9640,0.00982228907224257,0.875,0.9565217391304348,,,,,
1206,1957680,9648,0.013826952859677012,1.0,1.0,,,,,
1207,1959096,9656,0.015727883997150985,0.5,0.7647058823529411,,,,,
1208,1960832,9664,0.01370964950640431,0.75,0.8823529411764706,,,,,
1209,1962312,9672,0.012762080603357739,0.875,0.9473684210526315,0.012202943979056902,0.875,0.9473684210526315,,
1210,1964112,9680,0.016210713007579713,0.25,0.6470588235294118,,,,,
1211,1965848,9688,0.011139774419100126,0.875,0.9333333333333333,,,,,
1212,1967520,9696,0.0133085724305409,0.625,0.7857142857142857,,,,,
1213,1969384,9704,0.011211495749326877,1.0,1.0,,,,,
1214,1970928,9712,0.01553184757884205,0.75,0.8823529411764706,,,,,
1215,1972216,9720,0.014305425195152589,0.75,0.8888888888888888,,,,,
1216,1973632,9728,0.012513996139270888,1.0,1.0,,,,,
1217,1975560,9736,0.010207384277527239,0.875,0.9166666666666666,0.012033149128964572,0.625,0.7692307692307693,,
1218,1976912,9744,0.01725479932485733,0.375,0.75,,,,,
1219,1978648,9752,0.01178616774612803,0.875,0.9411764705882353,,,,,
1220,1980128,9760,0.01554153268744552,0.75,0.9047619047619048,,,,,
1221,1981928,9768,0.010524409083836924,1.0,1.0,,,,,
1222,1983856,9776,0.008922355812076482,1.0,1.0,,,,,
1223,1985464,9784,0.01285004498361499,0.5,0.7777777777777778,,,,,
1224,1987584,9792,0.010311965652370414,0.75,0.8666666666666667,,,,,
1225,1989000,9800,0.012387392440028244,0.75,0.8571428571428571,0.01338501969953446,0.625,0.8333333333333334,,
1226,1990992,9808,0.012291225386629027,0.375,0.6153846153846154,,,,,
1227,1993816,9816,0.007721754117502896,0.75,0.9090909090909091,,,,,
1228,1995680,9824,0.009457611226220679,1.0,1.0,,,,,
1229,1997160,9832,0.012046890009316328,0.875,0.9090909090909091,,,,,
1230,1998704,9840,0.01613530128624062,0.625,0.7857142857142857,,,,,
1231,1999992,9848,0.012335438899906249,1.0,1.0,,,,,
1232,2001600,9856,0.01404880920416457,0.625,0.8235294117647058,,,,,
1233,2003400,9864,0.014201676744187262,0.625,0.8235294117647058,0.01400565234893939,0.75,0.8888888888888888,,
1234,2004688,9872,0.013642986618796548,0.75,0.875,,,,,
1235,2006168,9880,0.015571965709587934,0.625,0.8235294117647058,,,,,
1236,2007776,9888,0.01194633741285379,0.875,0.9333333333333333,,,,,
1237,2009640,9896,0.012683416901798233,0.75,0.8,,,,,
1238,2011184,9904,0.011535291211586878,0.875,0.9444444444444444,,,,,
1239,2012728,9912,0.012815693531101029,0.875,0.9375,,,,,
1240,2014144,9920,0.012985175514626274,0.75,0.9,,,,,
1241,2016200,9928,0.012431852003241466,0.5,0.8,0.014155581291451835,0.625,0.8125,,
1242,2017808,9936,0.011717708433644001,0.875,0.9333333333333333,,,,,
1243,2019672,9944,0.011613461122973128,0.75,0.8823529411764706,,,,,
1244,2021344,9952,0.013465668269525936,0.625,0.8,,,,,
1245,2023080,9960,0.013451440825373633,0.625,0.8636363636363636,,,,,
1246,2024688,9968,0.013799474826367075,0.75,0.8823529411764706,,,,,
1247,2026040,9976,0.016611625423816216,0.75,0.9,,,,,
1248,2027712,9984,0.01489446570993959,0.625,0.8125,,,,,
1249,2029384,9992,0.012233216219826447,0.875,0.9473684210526315,0.017295259868118754,0.5,0.7333333333333333,,
1250,2030992,10000,0.014915310679590604,0.75,0.8571428571428571,,,,,
1251,2032472,10008,0.013700230400281616,0.625,0.75,,,,,
1252,2033824,10016,0.012800869341560312,1.0,1.0,,,,,
1253,2035304,10024,0.01406866214966474,0.75,0.8823529411764706,,,,,
1254,2036592,10032,0.014243643939232031,0.875,0.9411764705882353,,,,,
1255,2038072,10040,0.011938065516604243,0.75,0.875,,,,,
1256,2040064,10048,0.012473574927419065,0.75,0.875,,,,,
1257,2041544,10056,0.015250351830678082,0.75,0.8888888888888888,0.01396783858234254,0.625,0.85,,
1258,2042768,10064,0.014546113991275752,0.75,0.9,,,,,
1259,2044440,10072,0.018017665079818664,0.5,0.8,,,,,
1260,2046112,10080,0.013553483636626947,0.875,0.9375,,,,,
1261,2048040,10088,0.013147131245234474,0.375,0.6875,,,,,
1262,2049456,10096,0.016408121200281425,0.5,0.7142857142857143,,,,,
1263,2051384,10104,0.009593339415101007,0.75,0.875,,,,,
1264,2052672,10112,0.0119833698611225,1.0,1.0,,,,,
1265,2055240,10120,0.008236708997399445,0.75,0.8666666666666667,0.00903921562304187,0.875,0.95,,
1266,2056592,10128,0.013918450377021543,0.75,0.9,,,,,
1267,2058968,10136,0.008270553227041764,0.875,0.9230769230769231,,,,,
1268,2060384,10144,0.011219674954815921,1.0,1.0,,,,,
1269,2062184,10152,0.012966261834026173,0.625,0.8235294117647058,,,,,
1270,2063600,10160,0.014617147105152817,0.625,0.85,,,,,
1271,2065272,10168,0.014885269866800206,0.625,0.8235294117647058,,,,,
1272,2067008,10176,0.010099474467557035,0.875,0.9333333333333333,,,,,
1273,2068424,10184,0.011108134541133416,1.0,1.0,0.010890631472612227,1.0,1.0,,
1274,2070224,10192,0.012734857238067606,0.875,0.9333333333333333,,,,,
1275,2072024,10200,0.012492946234398639,0.625,0.8,,,,,
1276,2073632,10208,0.01324762736216454,0.625,0.8235294117647058,,,,,
1277,2075304,10216,0.011627129910069285,0.875,0.9375,,,,,
1278,2076848,10224,0.012478956727296356,1.0,1.0,,,,,
1279,2078584,10232,0.013974001348653023,0.5,0.75,,,,,
1280,2080064,10240,0.012566050560187492,0.875,0.9444444444444444,,,,,
1281,2081544,10248,0.013735645450481318,0.75,0.8571428571428571,0.016006420518661916,0.5,0.7647058823529411,,
1282,2083088,10256,0.016272851222246427,0.75,0.8947368421052632,,,,,
1283,2084376,10264,0.011790106368691896,1.0,1.0,,,,,
1284,2085792,10272,0.01300261886158875,0.625,0.85,,,,,
1285,2087144,10280,0.012318034501645642,1.0,1.0,,,,,
1286,2088560,10288,0.017210160254008393,0.75,0.8571428571428571,,,,,
1287,2090488,10296,0.00874969980748066,0.875,0.9444444444444444,,,,,
1288,2092352,10304,0.010725272510425392,1.0,1.0,,,,,
1289,2093832,10312,0.013346915593303367,0.75,0.8666666666666667,0.013256114627965637,0.75,0.8571428571428571,,
1290,2095376,10320,0.012488249532716128,0.75,0.875,,,,,
1291,2097304,10328,0.011162766456301654,0.875,0.9375,,,,,
1292,2098912,10336,0.014921739315980651,0.625,0.8125,,,,,
1293,2100520,10344,0.015102996686721236,0.625,0.8125,,,,,
1294,2101808,10352,0.013288182086255798,0.75,0.8666666666666667,,,,,
1295,2103416,10360,0.009349370332282605,1.0,1.0,,,,,
1296,2105152,10368,0.00958975193352585,0.875,0.9230769230769231,,,,,
1297,2106568,10376,0.01490785035742133,0.625,0.8333333333333334,0.015431289865051578,0.625,0.8333333333333334,,
1298,2108496,10384,0.010159088365064852,0.875,0.9230769230769231,,,,,
1299,2110360,10392,0.011066081963781357,0.75,0.8888888888888888,,,,,
1300,2111904,10400,0.013843640826562838,0.5,0.7777777777777778,,,,,
1301,2113192,10408,0.017202416526660855,0.875,0.95,,,,,
1302,2115184,10416,0.015961506480806926,0.5,0.75,,,,,
1303,2116472,10424,0.015748190345623123,0.75,0.8666666666666667,,,,,
1304,2117824,10432,0.011331139102442697,1.0,1.0,,,,,
1305,2119624,10440,0.01105386142747133,0.75,0.8823529411764706,0.012955121290336753,0.875,0.9444444444444444,,
1306,2121040,10448,0.017832484282445632,0.5,0.7142857142857143,,,,,
